"X","Y"
0.1,0.1
0.3393,0.34189
0.8451416727,0.837348064671
0.493407141137239,0.385103352958074
0.942336133979299,0.868278830919105
0.204857067052453,0.28061787560382
0.614097747224321,0.76016913495539
0.893421024375323,0.607269653769731
0.358979013874608,0.807417537728753
0.867526317150277,0.538628250905264
0.433265011381367,0.860050649527441
0.925710083678647,0.388616381538889
0.259266385946782,0.838896388350114
0.724018423034584,0.474728040774463
0.753305362951939,0.88691131039047
0.700603201986194,0.255534642850414
0.790788999680381,0.692509730268347
0.623715426396611,0.708833660650916
0.884798239633573,0.703960974944951
0.384277286701385,0.677120781674322
0.892013116173061,0.785461225511047
0.36314795214104,0.50989284730594
0.87189361907797,0.919259332833424
0.421090663055869,0.130440755002626
0.919025403367251,0.422796053802639
0.280554771725079,0.858016063689122
0.760951095038377,0.4193919672279
0.685780063013486,0.869223833748915
0.812381346063879,0.320379357743597
0.574615462760073,0.782041532170106
0.921510648343468,0.565298560211996
0.272679475465673,0.839214523729638
0.747686679302902,0.471738210281591
0.711215434537548,0.88458079233847
0.774312911603443,0.269849531199827
0.658816648009209,0.712748446282403
0.847410316627999,0.692411563098471
0.487483891064635,0.701504629207398
0.941909418254535,0.734575587045555
0.206279569038427,0.612648203138841
0.61725572280277,0.882387690301747
0.8906666299219,0.292408438797987
0.367121032680804,0.740636199201374
0.875933788766574,0.681866421879866
0.409700174967805,0.714573450418949
0.911759199828814,0.723203129589849
0.303312942313381,0.638746049046784
0.796654539046449,0.844458890184588
0.610725238426033,0.373255915246502
0.896279504339628,0.850095528967519
0.350468830240078,0.341267189605592
0.858204418348765,0.835906607600985
0.458769771926345,0.386957648607105
0.936091257464589,0.872278676154222
0.225538045164336,0.269623106834121
0.658508295261152,0.740644419430523
0.847779203656931,0.640630191815864
0.486517088149142,0.775717855565821
0.941814655801843,0.592518918414548
0.206595283393495,0.815715540759525
0.617954544469424,0.542048633961024
0.890046954905071,0.88426827471347
0.368944916094192,0.240606056967634
0.877748609983805,0.681015325588785
0.404543573460493,0.715659577481661
0.9081480262838,0.722037958941018
0.314475261175208,0.641428719758126
0.812738753740652,0.840064772152644
0.573773159095963,0.382833871397418
0.921981854158696,0.860604393775721
0.271181056648173,0.306713107722386
0.745109929685843,0.796399093319149
0.716002631332642,0.506063415338863
0.766602594480302,0.885652094910989
0.67453992344372,0.25718265364948
0.827650023018461,0.696637118915914
0.537773393308327,0.697170082080497
0.937120853757564,0.73488389389374
0.222148604222675,0.612711976194029
0.651450729029513,0.880473155746022
0.856026291070138,0.292462767102935
0.464634705851992,0.742648133193007
0.93778484580624,0.664179116298091
0.219958496509674,0.73306702384585
0.646844371337248,0.7166990271538
0.861206474386763,0.687072439082332
0.45062765838629,0.708298062200819
0.933310142001093,0.728294392855588
0.234653549563002,0.626080592374471
0.67705905487663,0.866215875382423
0.824310843394953,0.330666715936363
0.545980737748833,0.793404950165651
0.934529359520395,0.543411594909097
0.230664568644777,0.850804644551299
0.669018263820944,0.447412064309672
0.834801755885976,0.887264397542643
0.519912346643866,0.240628647524758
0.941005189160777,0.674120027070298
0.209289375212417,0.71802513105525
0.623887244036262,0.744713930378777
0.884637854384426,0.637497705874831
0.384742528074036,0.775065205842666
0.892418246172938,0.609019181859513
0.361949858665993,0.805790137148424
0.870651937460781,0.54209471291213
0.424566622537267,0.858083714145228
0.921047966978409,0.395600607461866
0.274149157827623,0.843770806489402
0.750197567029406,0.459376696857757
0.706502438996174,0.882872987920183
0.781734919936141,0.275882994378209
0.643257889529933,0.721934921192385
0.865128957619609,0.678146928932582
0.439886783039719,0.721710477703004
0.928876732323007,0.706588910811354
0.249064101739213,0.66660651004486
0.705107529614476,0.817254173933941
0.783899497883834,0.460452048759014
0.638642053131927,0.880084272695128
0.870034496759682,0.295794076455255
0.42629075645344,0.746551723178319
0.922017391757543,0.662005399715788
0.271067980374185,0.73815856280109
0.74491479157047,0.700114096238913
0.716363128159874,0.702414270117971
0.766014977833735,0.70238064601805
0.675719839011803,0.695776210984992
0.826091968929802,0.718787189559687
0.54161338480406,0.65873206690408
0.935971589793413,0.790607162229826
0.225931473806626,0.491054067211926
0.659321889922224,0.933503873791955
0.846804338426372,0.119567583357365
0.489069850699396,0.382797077194104
0.942049605022725,0.866768502769811
0.205812393056184,0.285177970931322
0.616220267740929,0.767502320375379
0.891578042110675,0.591316840125752
0.364433221251625,0.82244974046809
0.873213614844205,0.500571900238131
0.417382723309854,0.871511466680242
0.916767433682986,0.35828367767034
0.287669496454294,0.815544572551766
0.772532404885382,0.529838805204828
0.662487352843462,0.873419176129264
0.842963932825535,0.311813845031887
0.499056542743774,0.769514474921723
0.942496644279289,0.604172675037157
0.204321633651911,0.80478429813434
0.612905124849945,0.568739895829441
