time,X
20.38,2.39881695763069
20.39,2.32119276469463
20.4,2.26414685649829
20.41,2.22635059754929
20.42,2.20664578879443
20.43,2.20404852127802
20.44,2.21774990162657
20.45,2.24711452166344
20.46,2.29167737355067
20.47,2.35113976006994
20.48,2.42536462608678
20.49,2.51437154930637
20.5,2.61833164764056
20.51,2.73756233716347
20.52,2.87252195594414
20.53,3.02380407181337
20.54,3.19213113622332
20.55,3.37834706801779
20.56,3.58340816587278
20.57,3.80837157003891
20.58,4.05438028528859
20.59,4.3226435609283
20.6,4.61441118878215
20.61,4.93093943671599
20.62,5.27344725327922
20.63,5.64305990548259
20.64,6.04073724671504
20.65,6.4671838205488
20.66,6.92273818302914
20.67,7.407239042734
20.68,7.91986695636028
20.69,8.45896219180449
20.7,9.02182226783775
20.71,9.60448697513417
20.72,10.2015244251299
20.73,10.8058387703778
20.74,11.4085281409456
20.75,11.9988288273915
20.76,12.5641868307157
20.77,13.0904978706878
20.78,13.5625487629403
20.79,13.9646742989068
20.8,14.2816138644101
20.81,14.4995138077846
20.82,14.6069818913747
20.83,14.5960692996447
20.84,14.463045950981
20.85,14.2088402848642
20.86,13.8390884417554
20.87,13.3637568830455
20.88,12.7964032599161
20.89,12.1531808851953
20.9,11.4517211425636
20.91,10.7100317739891
20.92,9.9455217509431
20.93,9.1742288755577
20.94,8.41027902146813
20.95,7.66557710969878
20.96,6.94969943235385
20.97,6.26994557983976
20.98,5.6315036883757
